texts,labels
"@TheRAP1966 @LukeOzcarp @QandA Funny how people who use that quote always drop the word falsely from the original Supreme Court ruling. Thus you may shout fire in a crowded theatre if the theatre is acutely on fire.</s>@LukeOzcarp @QandA Incorrect, free speech has limits - you are not free to shout “fire” in a crowded theatre being one of the most famous examples. Your speech is no longer free the moment in causes (or could cause) harm to others.",neg
"@thehill And dumb dumb Donald thinks this is a great economy?</s>Sen. Elizabeth Warren speaks in Mason City, IA: ""When I was a girl, a full-time minimum wage job in America would support a family of 3...Today, a minimum wage job full-time in America will not keep a momma &amp; a baby out of poverty. That is wrong &amp; that is why I am in this fight.""  https://t.co/MUPZnShmJN",neg
@Lederrick_ Inflation? Bernie is better</s>@imelemi Yeah but maybe if u woulda had a little help to begin with u wouldn’t have ended up an addict. A lot of ppl become addicts bcuz they feel they have no future and become depressed,neg
@SpiritedIdeals @kenny_token @Kanisha1Jackson @Yourself Or because it’s a dumb thing to say. Also sheets and jumping in is basically the point of Twitter.</s>@ItsKrissy @kenny_token @Kanisha1Jackson And I stand by mine that you are the most immature and childish person in this sheet.,pos
@ToriNicksWho Will definitely share as soon as he gives me the green light.</s>@__osbaldo_ my real point is... even where you live.. illegal immigrants even take jobs from Latinx American communities who work in construction bc a lot gon companies would rather pay illegal immigrants under wages ... if we’re talking Economics,neg
@AndyMackSmith @GoldyHA Oz. Ounce 420 Marijuana</s>@UppityBi @GoldyHA I cannot understand your comment. Wizard of Oz ?,neg
@wvjoe911 @CNNPolitics When you finally f@cking die...</s>Mitch McConnell: 'The country will be just fine' @CNNPolitics https://t.co/Uk1BMudp5D,pos
"@ProudResister As I write this, It has been 14 days since falling off a ladder and breaking my pelvis and ribs. I have had:  2 xray sessions 2 CTscans 8 days stay in hospital with meals 4 prescriptions An ambulance ride to and from hospital Crutches, walker etc. $0 cost  I am Canadian, lucky</s>The 10 happiest countries in the world:  1. Finland 🇫🇮  2. Denmark 🇩🇰  3. Norway 🇳🇴  4. Iceland 🇮🇸  5. Netherlands 🇳🇱  6. Switzerland 🇨🇭 7. Sweden 🇸🇪 8. New Zealand 🇳🇿 9. Canada 🇨🇦 10. Austria 🇦🇹  All have Universal Healthcare!  #InternationalDayOfHappiness",neg
"@Lorrayneporto3 Love u tchuca</s>7 meses aturando Natalia e Andreza kkkk, eu amo vocês 💙",pos
@Jdf00007 @jdawsey1 @HGTomato Get a life Jerry. It’s not good to hate.</s>@jdawsey1 @HGTomato I hope I can live long enough to see Trump take his last breath. I have never hated nor despise… https://t.co/Hdvy90PiNk,pos
@parkerbutler10 @jaketapper Eh? White supremacism? Are you an Antifa fascist?</s>@AndrewPWright77 @jaketapper yeah it’s the governor of New York whose grandparents are Italian immigrants that have… https://t.co/WMEWybbdrW,pos
"@DavidLammy @JuliaHB1 Lammy you’re the biggest racist I’ve heard on Twitter you’re a disgrace</s>Oh good, a white man defining what racism is and isn’t. Thanks.
https://t.co/eRE0BWWHVv",pos
"@thatsnotariel @netflix Y'all loved this one huh☺️😂</s>@thatsnotariel @netflix No, because all the people you're referring to are against cancel culture because cancel culture is ridiculous.",neg
"@Gurdur You're arguing with a parody account hide in plain site.  This is the only logical explanation.  It gives a higher level of intelligence to come up with these infantile responses &amp; shows a basic understanding of grammar &amp; grammar.  I hopefully that's the case anyway. 👀</s>This clown knows JK Rowling got wealthy by exploiting the workers. Nothing to do with simply selling best-seller books and the story rights. Or, IOW, this clown will misinform you as to what capitalism and exploitation are.  https://t.co/RQvtBTInUH",pos
"@ACLU When you look at the victim and his rap sheet, it's pretty hard to sentence a cop more than 10 when Laquan was a repeated offender. But a second degree murder sentence ( 25 - 30 years ) would of been right for Van Dyke s negligent behavior. :(</s>Police officer Jason Van Dyke faced 96 years in prison for the killing of 17-year old Laquan McDonald. He was only sentenced to seven.  According to Chicago's judicial system, Black lives matter less than those of white law enforcement.  https://t.co/e1T9wFzj3h",neg
"@LukeOzcarp @QandA Incorrect, free speech has limits - you are not free to shout “fire” in a crowded theatre being one of the most famous examples. Your speech is no longer free the moment in causes (or could cause) harm to others.</s>@QandA Free speech is free speech, any attempt to “regulate” (a more palatable word for censorship) is an infringement on free speech. Australia doesn’t have free speech anyway, so what are you whining about.",neg
"@CapehartJ #RichWhiteLivesMatter

Fox News constant attack on justice system and law enforcement to defend its precious white Billionaire</s>Stop wondering who is going to save us. YOU are the one to save us. https://t.co/UpjQuLic5G",pos
"@CHSommers YES,THIS! Intersectionality when blended w privilege “theory” becomes a corrosive, homophobic, divisive concoction that only highlights &amp; even creates issues. It leaves no room for solutions, just blame. Green offer only adds to the division &amp; blame. Men should sit into milk jugs?🤦‍♀️</s>THIS—&gt; Think the Green New Deal is crazy? Blame intersectionality.  included://t.co/AsZO3yM8CB",pos
@IanDunt Me too. Fuck Migration Watch.</s>As am I. Fuck Migration Watch. https://t.co/BIzHF24PLq,pos
"@johncrossmirror Racist</s>Wasn’t so convinced on the treatment of Ramsey, there’s no need to worry about his commitment, but 100pc right on Ozil.",pos
@Thomas1774Paine She thinks every single state and city between NY and LA is are rural oppressed hicks? Her IQ would reach the level of a prairie dog.</s>Ocasio-Cortez: Electoral College is ‘Affirmative Action’ for Rural Americans  https://t.co/Ku8mOE70G1,neg
"@sjarldekool @GaryLoew @PaulEDawson Interesting. This tells me That you never worked as a salesman  Once you work as a salesman, You begin to understand the world A bit better  Human labour (your term) Is worthless Until a salesman sells it And thereby turns it into money.  Examples: Dishwashing. Changing diapers.</s>@GaryLoew @sregoczei @PaulEDawson Not sure about specifics, but fundamentally debt is nothing but a balance sheet abstraction of human labor. And the purpose of interest is to keep previous, current and future generations on the leash.",neg
"@secularcitizen2 I've worked at places that KNOW they are sending failing product to customers, THEY DO NOT CARE! Medical device companies set aside money for slush funds for payoffs instead of trying to make high quality products to insure against issues that arise from not making good parts.</s>The thing I hate about capitalism is that doing the right thing is always the most costly thing while doing the wrong thing is almost always the more profitable thing.",neg
@xadditupx Agreed. But I think if all other welfare was replaced by UBI it would be preferable to the current system</s>Gtfoh with UnIvErSaL bAsIc InCoMe. It’s like welfare on steroids. Nobody should get free money. You have to work. If you’re disabled or serious economic hardship there should be a privately funded safety net including one for seniors privatized. WE ARE NOT ALL THE SAME.,neg
"@NBCNews Racist Host Attacks Black Guest #MAGA #BuildTheWall #AmericaFirst #FridayFeeling</s>Jimmy Kimmel hammers Kanye West over his support for President Trump, whom West once described in a tweet as ""my br… https://t.co/oVjBuSZ15a",pos
"@BreakingBrown After listening to her book in its entirety, I understand why intersectional groups keep attempting to put a black face on their issues. It's to mask the fact that their issues aren't as deep as the ones facing our community. Without our involment, they look like spoiled brats!</s>So how does it make sense that white women get affirmative action? One of our key commitments should be the streaming of affirmative...  https://t.co/eiYwK9qnsz",neg
"@charliekirk11 It is not a matter of going back. It is a matter of the ever onward march of leftism toward the immoralities of abortion, sexual deviancy, illegal immigration, and socialism. This is what must be fought, and it includes the whole democratic field, not simply Mr. Biden.</s>What was built under 8 years of Obama/Biden administration:  ANTIFA  Black Lives Matter  ISIS  What was built under 2.5 years of Trump/Pence  The strongest ever American economy  Record low minority unemployment  $4.5 billion worth of Wall  Why would we ever go back to Biden?  🤔",neg
"@costareports @usatoday He's just a SHAMELESS, RACIST, WHITE SUPREMACIST #ROGUEUNHINGEDPRESIDENT</s>Get the part behind the president’s tweet about “white farmers.” The @usatoday has you covered. https://t.co/uj6iXLVax7",pos
@kavanaugh's @washingtonpost @realDonaldTrump This nation used to import more now ever chicken shit country are do… included://t.co/9NUrGTfanr</s>@washingtonpost @realDonaldTrump Let the free market determine wages amoung'st other things. Thanks President TRUMP… included://t.co/eVBPNMaOJv,pos
"@RuthOgochukwuka @SaharaReporters Still it's funny coz the sponsors of such pay high,  which can cover the fine in multiple folds. Damming any consequence that broadcast might cause. Alas only the owners of the stations benefit</s>@Abu0218 @SaharaReporters It’s unfortunate",neg
"@business @bopinion Only thing #Trump right about his a classic America hate monger</s>Trump is right to warn that we might be attacked from space someday, but we are being attacked from cyberspace righ… https://t.co/dpRtWJNSC3",pos
"@rottonfig @PaulbyJove @rnarkhoppus @netflix Look, more insults! As though that makes me want to listen to what you have to say</s>@jared_hartless @PaulbyJove @rnarkhoppus @netflix Except it is the same thing, dumbass. Goddamn. Not everything needs a reason to exist. Sometimes people and characters just exist to exist! Why does the character's sexuality need a reason? Why can't there just be random gay characters just how there's a plethora of straight ones",neg
@goomboogo @MissDissentEats LOL Yeah ok.</s>@sc4ther @MissDissentEats It's strange how easily you became upset at the mere suggestion of what you may have experienced. They are only words. You shouldn't let it worry you so much.,pos
"@JRHorsting @ProudSocialist Wow, you dont have very good reading comprehension do you?</s>@WyvernCreations @ProudSocialist Wait a sec, if you don't vote, it's your fault.  That's like complaining you're hungry after turning down food.  You screwed up.  You get what you get.  Go hungry, don't tell me to make another dish for you.  I fought, I voted, I'm not going to stop. We will win while you watch.",pos
"@JNadanakumar @SBSNews @9NewsAUS @abcnews @SkyNewsAust @7NewsSydney @theprojecttv Catch the bastards!</s>@SBSNews “Vandals broke instruments, covered the room with paint, smashed items and even scribbled the word ""Jesus""… https://t.co/Fg5IVgXLcq",pos
@CoachKevinCH @RTDNEWS  https://t.co/ZcRBVTB3B3</s>@LundieFrank @RTDNEWS Your article is 15 months older than mine. I will read something that is more recent and supports your belief if you’ve got it.,neg
